-3.2485883487122984, -1.2893816278749484
-3.0878666850296104, -1.451205068172428
-2.90070238259193, -1.5882385346371026
-2.7534499380250654, -1.7251893678556676
-2.5264564109626777, -1.8498829362346787
-2.2462470734058675, -1.9746866822751694
-2.058834871229858, -2.1489877427351605
-1.8586145159068996, -2.2487811596198872
-1.7246660239636418, -2.3857044484230827
-1.5371711885415236, -2.5724280402148465
-1.3495937198732957, -2.7715741633383835
-1.148547032089244, -2.995592893540835
-0.8812284809254933, -3.182481751824818
-0.6670431070100546, -3.381682963779094
-0.49293485745765153, -3.555956479823716
-0.27883211678832254, -3.7427351604462205
-0.037956204379563374, -3.9544139925630075
0.18928522242115342, -4.116375154937337
0.40396639581324845, -4.390111554882248
0.5121333149703897, -4.651205068172429
0.6335215535050258, -4.899903594546206
0.728632419776889, -5.198237157416334
0.850268558049855, -5.484203277785429
0.891750447596749, -5.720314006335216
0.9466189230133581, -5.968874810632145
