-1.9524864864864862, -2.7790810810810824
-1.8474054054054054, -2.8768108108108117
-1.729432432432433, -3.023567567567569
-1.5848648648648647, -3.1456756756756765
-1.4404594594594586, -3.2923243243243254
-1.2298918918918922, -3.4264324324324336
-1.1252162162162165, -3.585513513513514
-0.9679189189189197, -3.78118918918919
-0.7971621621621621, -3.9400000000000004
-0.6133513513513513, -4.123297297297299
-0.4294594594594594, -4.294324324324325
-0.2454864864864863, -4.4530810810810815
-0.0745675675675681, -4.587351351351352
0.12254054054054109, -4.758324324324326
0.30627027027027065, -4.953891891891893
0.45075675675675697, -5.088270270270271
0.5163513513513518, -5.161621621621624
